,Doc Title,Len_char,Len_word,Output,Sent
11200,Vulnerability Guidebook_June2_EN,77.0,11.0,['specialist review findings']," If possible, have a forestry 
climate change specialist review your findings"
11217,Vulnerability Guidebook_June2_EN,166.0,24.0,['Adaptation describe action'],"

Adaptation describes the 
action taken to reduce 
negative impacts related 
to climate change and to 
increase the magnitude 
and likelihood of positive 
impacts (e"
11230,Vulnerability Guidebook_June2_EN,221.0,31.0,['A identify requirements']," A 
system with high adaptive capacity can identify adaptation requirements and implement 
adaptation actions to reduce its vulnerability to climate change and to nonclimatic 
stressors and to take action on opportunities"
11415,Vulnerability Guidebook_June2_EN,100.0,14.0,['chapter provide guidance'],"1  Overview

This chapter provides guidance on developing climate change adaptation options for 
SFM"
11420,Vulnerability Guidebook_June2_EN,693.0,109.0,['you reassess options'],"   Develop potential adaptation options for the overall SFM system of 

interest

Purpose of “assessing vulnerability”

Outcomes

To develop a suite of adaptation options 
for the SFM system of interest and to 
assess the importance of each option for 
achieving SFM objectives

•   A list of possible adaptation options for 

each of the CCFM SFM criteria and for 
the overall SFM system of interest or, if 
you are reassessing adaptation options, 
a list of modified adaptation options

•   An assessment of the importance of 
adaptation options for achieving SFM 
objectives and for the overall SFM 
system of interest under the range of 
climate change scenarios that you have 
defined 

5"
11438,Vulnerability Guidebook_June2_EN,241.0,28.0,['Processes include strategies']," Processes 

for climate change adaptation include developing and deploying strategies, identifying 
and assessing risks, responding to risks, designing and testing measures, monitoring and 
re-evaluating progress, and continuous improvement"
11511,Vulnerability Guidebook_June2_EN,225.0,33.0,['they represent views']," In addition, although these options may not be ranked as important 
for addressing climate change, they may represent important views and opinions of 
interested parties that can be addressed through other planning processes"
11517,Vulnerability Guidebook_June2_EN,175.0,25.0,['Practitioners identify options']," Practitioners 
identified 24 adaptation options that they considered important to implement for achieving 
the regional goals and objectives of SFM in light of climate change"
11530,Vulnerability Guidebook_June2_EN,226.0,33.0,['research receive attention']," Although some efforts have 
been made to document the judgments of members of the professional and practitioner communities on matters 
related to climate change, research in this area has received considerably less attention"
11550,Vulnerability Guidebook_June2_EN,232.0,34.0,['measures create opportunity']," An exploration of practitioners’ viewpoints on adaptation 
measures in a local context also creates the opportunity to build a collective understanding of locally appropriate 
measures that might be taken to adapt to climate change"
11750,Vulnerability Guidebook_June2_EN,133.0,20.0,['process encourage members'],"” This process also encourages all members of an organization to become 
knowledgeable about climate change and its potential impacts"
11756,Vulnerability Guidebook_June2_EN,251.0,41.0,['they have opportunity']," If they have not had an 
opportunity to learn about climate change impacts or how and why specific adaptations 
were chosen, they will need to be brought up to speed, to facilitate their support and 
ensure effective implementation of the adaptations"
11789,Vulnerability Guidebook_June2_EN,160.0,20.0,['operations reflect changes'],", all planning and 

operations staff are knowledgeable about climate change impacts and adaptation; 
silvicultural operations reflect changes in precipitation)"
11837,Vulnerability Guidebook_June2_EN,162.0,24.0,['indicators reflect adaptation']," (2013) provides guidance on adjusting 
CCFM SFM indicators to reflect climate change adaptation (see “Case Study – Review of 
SFM indicators for climate change”)"
11839,Vulnerability Guidebook_June2_EN,455.0,59.0,"['planning include monitoring', 'implementation create opportunity']","

If existing planning and practices do not include monitoring and evaluation, the 
implementation of climate change adaptations may create an opportunity to integrate 
these important management phases into the organization’s day-to-day operations, 

68  Chapter 6 

Climate Change and Sustainable Forest Managment in Canada:   
A Guidebook for Assessing Vulnerability and Mainstreaming Adaptation into Decision Making

again in support of mainstreaming"
12234,Vulnerability Guidebook_June2_EN,97.0,12.0,['departments maintain records']," Many Provincial and Territorial departments 
responsible for wildfires maintain FWI data records"
12250,Vulnerability Guidebook_June2_EN,152.0,23.0,"['change influence ecosystem', 'you adapt policies']"," Climate change may already be influencing the forest ecosystem, and you may 
already be adapting policies and practices in response to these influences"
12258,Vulnerability Guidebook_June2_EN,175.0,22.0,['Changes lead capacities']," 

Example: Changes caused by wildfire have 
led to increased salvaging operations, 
increased fire-fighting capacities and 
capabilities, and changes in allowable 
annual cut"
12294,Vulnerability Guidebook_June2_EN,95.0,14.0,['you examine range']," Ideally, you should examine a range of 
scenarios spanning minimal to extensive climate change"
12335,Vulnerability Guidebook_June2_EN,123.0,20.0,['you describe range']," 

In this worksheet, you can describe the range of impacts that the climate change 
scenarios developed in the Worksheet 3"
12384,Vulnerability Guidebook_June2_EN,183.0,27.0,['climate affect objectives']," This should help you to become 
familiar with the process of describing how climate affects SFM objectives before 
introducing the added complexity of future climate change scenarios"
12444,Vulnerability Guidebook_June2_EN,430.0,57.0,['Awareness influence preparedness'],"1      Awareness and understanding of climate change and 

perceptions of risk related to climate change

Awareness and understanding of the potential effects of climate change and perceptions 
of risk by political leaders, senior policy makers, forest management practitioners, SFM 
stakeholders, and the general public will significantly influence preparedness and 
willingness to implement adaptation measures at various levels"
12453,Vulnerability Guidebook_June2_EN,239.0,35.0,['who oversee organization'],"

Ranking or 
response

High
Medium
Low

Discussion

Is climate change perceived as a significant risk to achieving SFM objectives by senior policy administrators or senior executives who 
oversee the SFM organization or system of interest"
12463,Vulnerability Guidebook_June2_EN,252.0,34.0,['change include ability']," Knowledge capital related 
to climate change also includes the ability to develop, interpret, and utilize scientific 
knowledge and information about climate change and the ability to communicate 
and make accessible relevant knowledge and information"
12474,Vulnerability Guidebook_June2_EN,203.0,27.0,['Discussion climate increases'],"

Ranking or 
response

Yes
No

Discussion

Does climate change necessitate increases in scientific research, information gathering, and knowledge exchange for the SFM 
organization or system of interest"
12493,Vulnerability Guidebook_June2_EN,155.0,23.0,['change necessitate enhancement']," 

Ranking or 
response

Yes
No

Discussion

Will climate change necessitate an enhancement of human capital for the SFM organization or system of interest"
12506,Vulnerability Guidebook_June2_EN,83.0,11.0,['change require change']," 
Will climate change require a change in the collaborative decision-making process"
12525,Vulnerability Guidebook_June2_EN,275.0,39.0,['institutions provide motivation']," That is to say, 
institutions that effectively account for climate change provide the motivation, incentives, 
and authority for rational adaptation, along with disincentives or sanctions for failure to 
adapt (in cases where adaptation is warranted) or for maladaptation (i"
12528,Vulnerability Guidebook_June2_EN,168.0,25.0,['Institutions represent component']," Institutions represent a key component of adaptive capacity, 
because those that fail to account for climate change will likely act as barriers to rational 
adaptation"
12531,Vulnerability Guidebook_June2_EN,671.0,91.0,"['they recognize impacts', 'they provide incentives']"," However, under a changing climate, the following 
characteristics of forestry institutions are desirable: they explicitly recognize the potential 
impacts of climate change; they are forward-looking, while accounting for the significant 
uncertainties of future forest conditions and forest values under a changing climate; they 
are flexible; they are responsive; they accommodate or incorporate a diverse range of 
management options and forest conditions; they enable or permit adaptation to local 
impacts; they permit or enable, to some degree, an adaptive management approach; and 
they provide appropriate incentives for building adaptability or adaptive capacity"
12533,Vulnerability Guidebook_June2_EN,314.0,41.0,['table present number']," The table below presents a number of questions related to general 
characteristics of forest management institutions, followed by an assessment of specific 
climate change adaptability considerations related to SFM policy, assessment and 
monitoring, forest management planning, and forest management practices (e"
12542,Vulnerability Guidebook_June2_EN,183.0,26.0,['institutions take account'],"1 General characteristics of forest management and SFM institutions

Do informal forestry management and SFM institutions take account of current (or recent) and future climate change"
12572,Vulnerability Guidebook_June2_EN,163.0,26.0,['they provide incentives'],", long term), and do they provide sufficient incentives and 
motivation for tenure holders to adapt to the current and anticipated future impacts of climate change"
12593,Vulnerability Guidebook_June2_EN,111.0,12.0,['practices consider change'],"     Concluded

Do forest management practices, guidelines, and on-the-ground decisions consider climate change"
12610,Vulnerability Guidebook_June2_EN,82.0,12.0,['change offer driver']," However, climate change 
offers a new and somewhat unprecedented driver of change"
12613,Vulnerability Guidebook_June2_EN,250.0,34.0,['section consider ability']," Thus, this section of the adaptive 
capacity assessment considers the ability of resource governance regimes to adapt their 
institutions in anticipation of climate change, considering both the mechanisms and the 
challenges of adapting institutions"
12823,Vulnerability Guidebook_June2_EN,160.0,20.0,['operations reflect changes'],", all planning and 

operations staff are knowledgeable about climate change impacts and adaptation; 
silvicultural operations reflect changes in precipitation)"
12937,Vulnerability Guidebook_June2_EN,144.0,24.0,['change refer variability'],"

Climate change
“Climate change refers to any change in climate over time, whether due to natural 
variability or as a result of human activity"
12969,Vulnerability Guidebook_June2_EN,442.0,59.0,['scenarios include descriptions']," Forest impact scenarios include descriptions of changes in (1) processes such 
as physiological processes, phenological processes, and regeneration; (2) the frequency 
and intensity of biotic disturbances, such as insect outbreaks and diseases, and abiotic 
disturbances, such as severe weather, drought, and wildfire; (3) ecosystem health and 
productivity; (4) forest inventory; and (5) forest composition and age-class over the 
landscape"
13092,Vulnerability Guidebook_June2_EN,638.0,88.0,['Desire adopt practices'],", job creation, community sustainability)

•   Demands from investors or insurance agencies that climate considerations be built into 

plans

•  Funding opportunities for climate change adaptation activities

Social or cultural
•  Desire to adopt “best management practices” or to be an “early adopter”

•  Pressure from interest groups or the public

•  Professional ethics

•  Risk perceptions and concerns of managers, practitioners, and/or the public

Climate Change and Sustainable Forest Management in Canada: 
A Guidebook for Assessing Vulnerability and Mainstreaming Adaptation into Decision Making 

Appendixes  141

Appendix 3"
8,WCEL_climate_change_FINAL,259.0,35.0,['decisionmakers consider change']," The program consists 
of 21 collaborative projects aimed at helping decisionmakers consider climate change 
impacts, with a focus on water allocation and use, forest and watershed management, 
flood protection and floodplain management and community planning"
3247,WCEL_climate_change_FINAL,127.0,15.0,['governments access information']," Local governments can access information 
about regional climate change impacts in BC through Plan2Adapt http://pacificclimate"
3250,WCEL_climate_change_FINAL,251.0,40.0,['guide provide overview']," This guide also provides a very brief overview of processes for assessing risk and 
vulnerability to climate change impacts and prioritizing actions, but it is expected that 
local governments will rely on other resources to guide them in these areas"
3253,WCEL_climate_change_FINAL,261.0,41.0,['governments reduce emissions']," Preparing for and responding to climate change impacts 
will, in most communities, engage a wide range of existing local government services 

1  Resources to help local governments reduce their GHG emissions can be found in the BC Climate 

Action Toolkit www"
3257,WCEL_climate_change_FINAL,121.0,16.0,['guide identify tools'],"

This guide 
identifies the 
tools that local 
governments can 
use to implement 
climate change 
adaptation 
strategies"
3262,WCEL_climate_change_FINAL,115.0,16.0,['benefits assist governments']," These benefits 
may assist local governments in developing a “business case” for climate change adaptation 
action"
3323,WCEL_climate_change_FINAL,818.0,122.0,"['rise increase likelihood', 'droughts demonstrate vulnerability']"," Some examples are set out below:

•	

•	

•	

•	

•	

The mountain pine beetle infestation, linked to milder 
winters and decades of forest fire suppression, has 
significantly affected ecosystems, communities, and the 
economy;

Sea level rise associated with warming, combined with 
higher storm surges, increases the likelihood of flooding and 
erosion in low lying coastal communities;

The 2003 and 2009 wildfire seasons were the most 
dangerous and expensive on record; as summers continue 
to warm and become drier, such seasons will likely become 
more frequent;

Smaller snow packs and shrinking glaciers contribute to 
lower summer stream flows and increased probability of 
summer water shortages in some regions; and

The seasonal droughts of 2003 and 2009 demonstrate the 
vulnerability of water supplies"
3337,WCEL_climate_change_FINAL,154.0,19.0,['summary include information']," The summary of future 
climate change also includes information from the Pacific Climate Impacts Consortium Regional 
Analysis Tool http://pacificclimate"
3355,WCEL_climate_change_FINAL,402.0,61.0,"['Adaptation involve adjustment', 'Adaptation moderate harm']","7

According to this definition:

•	

•	

•	

•	

•	

Adaptation involves “adjustment,” or change;

Both natural and human systems adapt;

They adapt to climate change and/or to its impacts;

Adaptation includes adjusting to actual climate change after the fact, and also 
preparing for expected climate change before it happens; and

Adaptation can moderate harm or take advantage of new opportunities"
3358,WCEL_climate_change_FINAL,142.0,21.0,['governments consider costs']," Local governments can consider the costs and benefits of taking action 
in advance compared with making adjustments after the climate changes"
3396,WCEL_climate_change_FINAL,305.0,41.0,['guide favour approaches'],"

Generally speaking, this guide favours approaches to adaptation that increase overall community 
resiliency, and have multiple benefits, however the first priority for adaptation actions should be 
to effectively address the climate change impacts that the community has identified as needing 
attention"
3432,WCEL_climate_change_FINAL,1025.0,137.0,['operations • Potential']," 

hydroelectric power generation, irrigation, drinking water), particularly in the 
southern interior

•	 Price volatility in energy and raw product markets due to more extreme 

weather events
Increased insurance premiums due to more extreme weather events
Impacts on business infrastructure located in floodplains or coastal areas

•	
•	
•	 Decreased availability of water resources potentially affecting water-intensive 

activities, such as agriculture, pulp and paper processing, fish hatcheries, 
food processing, mining, chemical and petrochemical processing and 
manufacture, small and large hydro installations and airport operations

•	 Potential for business interruption due to extreme events and the 

subsequent need for business continuity planning

•	 Concern from business community regarding security of investments and 

assets in face of climate change impacts

•	 More heat-related stress, particularly among seniors, children, those with low 

income, and other vulnerable segments of the population (e"
3467,WCEL_climate_change_FINAL,378.0,55.0,['change affect community'],"

17

PREPARING FOR CLIMATE CHANGE: An Implementation Guide for Local Governments in British Columbia An oveRview of the AdAPtAtion PRocess

identifying climate change impacts and assessing risks and vulnerabilities

The first stage in local government adaptation is to assess how climate change will likely 
affect the community so that priorities for action can be identified"
3474,WCEL_climate_change_FINAL,207.0,31.0,['A include sources']," Appendix A includes a few 
key sources of such information, including the comprehensive high level summary of 
the scientific literature on climate change impacts in BC produced by Natural Resources 
Canada"
3477,WCEL_climate_change_FINAL,223.0,32.0,['communities engage PCIC'],"

Some communities in BC have engaged PCIC to produce 
information specific to their communities, while others have 
relied on “off the shelf” information about regional climate change 
available from the Plan2Adapt website"
3498,WCEL_climate_change_FINAL,220.0,31.0,"['scientists obtain information', 'models reflect intricacies']"," 
Second, scientists obtain information about future climate change from computer models of the 
global climate system, and these models, though sophisticated, may not fully reflect the intricacies 
of the climate system"
3516,WCEL_climate_change_FINAL,168.0,29.0,['information determine action']," It should be emphasized that the 
scientific information about climate change in a region or local area will not in itself 
determine the action that needs to be taken"
3518,WCEL_climate_change_FINAL,192.0,26.0,"['guide provide ideas', 'communities increase resilience']","

This  guide  provides  many  practical  ideas  about  how  communities  can  increase  their 
resilience and manage risk related to climate change, and ways to deliver adaptation 
strategies"
3524,WCEL_climate_change_FINAL,257.0,39.0,['study provide information']," In some cases, science can help to inform deci-
sions about which adaptation options to select; for example an engineering study might 
provide solid information about the cost and effectiveness of several different engin-
eered solutions to urban flooding"
3552,WCEL_climate_change_FINAL,402.0,56.0,['adaptation require information'],"

PREPARING FOR CLIMATE CHANGE: An Implementation Guide for Local Governments in British Columbia 

21

Building AdAPtive cAPAcity And Resilience

Because adaptation to climate change needs to be ongoing, successful adaptation will 
require not only good information about climate change, and prioritization of actions, but 
also the ability to implement responses and modify those responses over time"
3565,WCEL_climate_change_FINAL,287.0,44.0,['It put response']," It 
puts in place an integrated response to a changing climate, assists in ensuring that op-
portunities to address vulnerabilities are explored, and also helps to avoid policies and 
projects that have an adverse effect on adaptation because climate change impacts were 
not considered"
3593,WCEL_climate_change_FINAL,721.0,94.0,['businesses understand science']," Even where climate change impacts have already been identified, 
these types of triggers are important to ensure that current measures are 
periodically reassessed in the context of updated climate science;

Carrying out robust community consultation processes so that businesses, 
households, individuals and community groups understand the basic science 
and will participate to some degree in developing and implementing adaptation 
strategies; and

Cooperating and collaborating with other local governments, provincial and 
federal  governments, government agencies, First Nations, and local associations 
to access adequate resources and capacity to assess climate change impacts and 
implement effective responses"
3612,WCEL_climate_change_FINAL,241.0,35.0,['Change originate conditions']," Change can originate from external factors such as climate 
change or global economic crisis, or from factors particular to Victoria, such as changes to the city’s 
socio-economic conditions, community values or a localized natural disaster"
3636,WCEL_climate_change_FINAL,283.0,44.0,['City sign MOu'],"htm

24

PREPARING FOR CLIMATE CHANGE: An Implementation Guide for Local Governments in British Columbia In 2011, the City of duncan, Cowichan Tribes, Cowichan valley Regional district, and district of North 
Cowichan signed an MOu to help manage increased flood risks in the region"
3643,WCEL_climate_change_FINAL,312.0,45.0,['City recognize need'],"

For example, facing increased wildfire risks in the region, the City of Kamloops has recognized 
the need to work with the Thompson-Nicola Regional District, the Ministry of Forests and the 
Kamloops Indian Band to develop cross-jurisdictional community fuel breaks along City of 
Kamloops municipal boundaries"
3653,WCEL_climate_change_FINAL,314.0,44.0,['risks recognize need'],"ca

Facing increased 
wildfire risks in the 
region, the City 
of Kamloops has 
recognized the need 
to work with the 
Thompson-Nicola 
Regional district, 
the Ministry of 
Forests and the 
Kamloops Indian 
Band to develop 
cross-jurisdictional 
community fuel 
breaks along City of 
Kamloops municipal 
boundaries"
3658,WCEL_climate_change_FINAL,171.0,25.0,['Part examine plans'],"

Part 2 first examines the higher-level community plans under the Local Government 
Act that local governments can use to implement climate change adaptation strat-
egies"
3669,WCEL_climate_change_FINAL,178.0,29.0,['governments use planning']," There are many ways that governments can use land use planning and re-
lated regulatory powers to help make their communities more resilient to climate change 
impacts over time"
3679,WCEL_climate_change_FINAL,336.0,49.0,['they offer signifi-'],"

Not all of the examples provided in Part 2 were developed specifically as climate change 
adaptation strategies, but they have been included because they nonetheless offer signifi-
cant adaptation benefits, and can be considered to be part of the toolkit available to local 
governments developing climate change adaptation strategies"
3681,WCEL_climate_change_FINAL,175.0,24.0,"['Part examine community', 'Part examine community plans']","

Part 2 first examines the 
higher-level community 
plans under the Local 
Government Act that 
local governments 
can use to implement 
climate change 
adaptation strategies"
3682,WCEL_climate_change_FINAL,404.0,51.0,['strategies promote change']," 

ANNACIS ISLAND PHOTO 
COURTESy LORI&TODD/FLICKR

PREPARING FOR CLIMATE CHANGE: An Implementation Guide for Local Governments in British Columbia 

27

lAnd use PlAnning

Regional growth strategies

Integrating climate change adaptation into  
regional growth strategies or regional-scale planning

There are three main areas where regional growth strategies can promote climate change 
adaptation:

1"
3710,WCEL_climate_change_FINAL,140.0,21.0,['District propose mapping'],"

•	

The Comox Valley Regional District proposes regional floodplain mapping 
and management to deal with climate change and sea level rise"
3743,WCEL_climate_change_FINAL,1243.0,184.0,['government assess risks']," Depending on how far a local government 
has  advanced  in  assessing  climate  change  impacts  and  developing  climate  change 
adaptation strategies, an OCP can be used in different ways to support action:

•	 When a local government has already assessed its risks and vulnerabilities to 

climate change impacts, or is prepared to undertake this process together with 
a significant revision of its OCP, there is the possibility to address climate change 
adaptation comprehensively across the policies and objectives within the OCP, 
and mainstream associated action throughout all guidelines and regulations; or

•	

•	

For local governments that are just beginning to look at climate change impacts 
and the risks and vulnerabilities in their community, and have limited resources, 
the OCP can be used to frame specific climate change adaptation objectives to 
advance climate change assessment and planning, and/or to modify specific 
policies and objectives to incorporate adjustments to climate change impacts 
where there is enough existing information to do so; or

For local governments that develop stand-alone plans the OCP will need to 
be amended to include the appropriate policies, objectives, maps and related 
material"
3746,WCEL_climate_change_FINAL,282.0,38.0,['governments aim adaptation']," It is a 
way to support the mainstreaming of climate change adaptation into local government 

Over time local 
governments should 
aim to mainstream 
climate change 
adaptation into local 
government policy 
and decision-making, 
incorporating 
input from climate 
science experts"
3754,WCEL_climate_change_FINAL,265.0,40.0,['OCP bind government']," Although the OCP itself does not legally bind a local government to proceed with 
any project, putting climate change adaptation policy objectives in the OCP ensures that subsequent 
legal enactments, such as zoning bylaws, must be consistent with those objectives"
3755,WCEL_climate_change_FINAL,270.0,42.0,"['OCP offer horizon', 'governments consider horizon']","

The OCP can offer a relatively long term planning horizon, and local governments could consider 
a planning horizon of 50–100 years in relation to the development of climate change policies and 
objectives aimed at shifting developments and land use patterns over time"
3759,WCEL_climate_change_FINAL,256.0,37.0,['Committee consider development']," 
The Thetis Island OCP states that “The Local Trust Committee should consider the development of 
new criteria for assessing official community plan or land use bylaw amendment applications from 
the perspective of climate change adaptation and mitigation"
3761,WCEL_climate_change_FINAL,324.0,41.0,['OCP offer policy']," The draft Victoria 
OCP offers this policy:

Continue and enhance partnerships with senior, regional and local governments, public 
agencies, community organizations, businesses and individuals for the efficient and 
effective coordination of climate change and energy resiliency plans, policies and initiatives 
including…"
3763,WCEL_climate_change_FINAL,278.0,41.0,['OCP bind government'],"20

Although the OCP 
itself does not 
legally bind a local 
government to 
proceed with any 
project, putting 
climate change 
adaptation policy 
objectives in the 
OCP means that 
subsequent legal 
enactments, such as 
zoning bylaws, must 
be consistent with 
those objectives"
3776,WCEL_climate_change_FINAL,229.0,35.0,['District direct government'],"

The District of North Vancouver OCP directs its local government to “work with the North Shore 
Emergency Management Office and service organizations to prepare for and respond to emergen-
cies created by extreme weather events"
3777,WCEL_climate_change_FINAL,212.0,34.0,['District develop OCP'],"” 21

Some examples of OCPs with integrated climate change adaptation strategies:

•	

•	

•	

•	

The District of Elkford has developed an OCP with a fully integrated climate change 
adaptation strategy (see www"
3781,WCEL_climate_change_FINAL,212.0,34.0,['City include direction']," 

The City of Richmond City Centre Area Plan (a local area plan that is a Schedule to its OCP) 
included a direction to explore adaptation strategies that would strengthen community 
resiliency to climate change"
3785,WCEL_climate_change_FINAL,214.0,33.0,['OCP incorporate number'],"pdf

The City of Prince George is continuing to develop its climate change adaptation strategy; 
its draft OCP (November 2011) has incorporated a number of policies and objectives 
related to climate change impacts"
3789,WCEL_climate_change_FINAL,101.0,16.0,['Village include number'],"pdf

The Village of Kaslo OCP includes a number of key policies supporting climate change 
adaptation"
3790,WCEL_climate_change_FINAL,283.0,37.0,"['Council consider impacts', 'bids reference change']"," Council must consider climate change impacts when reviewing new 
development applications and when undertaking long term planning initiatives, and bids, 
tenders and contracts for planning and development must reference climate change and 
Kaslo’s Climate Change Adaptation Strategy"
3805,WCEL_climate_change_FINAL,101.0,13.0,['scientists provide information']," 
Climate scientists and local experts can provide information about regional climate change 
impacts"
3810,WCEL_climate_change_FINAL,137.0,14.0,['consultation require approach'],"org/tools-and-data/plan2adapt

Public consultation about climate change impacts and adaptation strategies requires 
a thoughtful approach"
3821,WCEL_climate_change_FINAL,203.0,33.0,"['nodeid=93 use OCP', 'nodeid=93 use OCPit use OCP']","nodeid=93

If a local government is not ready to fully implement a climate change adaptation strategy, 
it can use the OCP to identify specific actions or planning processes that it commits to 
undertake"
3835,WCEL_climate_change_FINAL,903.0,129.0,"['visualizations enhance communication', 'people see change']","

The Manual:

•	 Addresses the visioning process, citizen participation, participatory 
scenario building, data and modelling and final visioning packages;

•	 Provides a platform for discussing and evaluating adaptation and 

mitigation options;

•	 Shows how visualizations can enhance the communication of and 

engagement with complex and future-oriented information within a 
local setting: people may for the first time ”see” future climate change 
in their own backyards, and better understand their choices; and

•	 Was based on use of the model in a number of communities and 
on a variety of climate change impacts including: snow pack melt/
snow line projections (District of North Vancouver), sea level rise/ 
flood adaptation (Delta), wildfire events (Kimberley) and FireSmart 
actions, multiple events (tree blow down, pests and diseases) and 
biomass production potential (Prince George)"
3851,WCEL_climate_change_FINAL,138.0,20.0,['DPAs include requirements']," DPAs for wildfire hazards may also 
include requirements about landscaping and the siting, form, 
exterior design and finish of buildings"
3868,WCEL_climate_change_FINAL,272.0,43.0,['City prepare study'],"

Some examples of how DPAs can be used to address climate change impacts:

•	

Interface wildfire hazards:

•	 The City of Langford prepared a study that discusses local government powers 
and practices with respect to managing wildfire hazards, and includes a model 
DPA"
3872,WCEL_climate_change_FINAL,292.0,41.0,"['District include requirements', 'developments include roads']","pdf

•	 The District of Elkford Wildfire DPA includes requirements for pre-development 
hazard and risk assessments, that FireSmart building materials and construction 
practices be used, and that new developments include roads and trails that 
can function as firebreaks and access corridors"
3886,WCEL_climate_change_FINAL,415.0,52.0,['DPA include requirements'],"a=5018&c=1024

•	 Water shortages / increased precipitation:

•	 The Resort Municipality of Whistler, Water Conservation Area (draft OCP, November 

2011): DPA includes requirements for landscaping, using drought-tolerant, native 
vegetation, adequate topsoil to assist in infiltration, rainwater capture systems, 
onsite use of stormwater, maximizing pervious surfaces and measures like 
bioswales and rain gardens"
3910,WCEL_climate_change_FINAL,200.0,30.0,['District propose requirement'],"pdf

•	 The District of Elkford Climate Adaptation Strategy proposes a requirement that natural 

vegetation be maintained or enhanced to support the ability of the riparian area to 
mitigate flooding"
3916,WCEL_climate_change_FINAL,147.0,22.0,['Ecosystems contain biodiversity']," Ecosystems at the edges of their distribution typically contain 
high biodiversity and have important adaptive value in the face of climate change"
3937,WCEL_climate_change_FINAL,150.0,25.0,['governments require assessment'],"22 Local governments could require an assessment by 
a hydrologic engineer where increased risk of flooding as a result of climate change is at 
issue"
3960,WCEL_climate_change_FINAL,151.0,21.0,['Village use areas']," 

Examples:

•	

•	

The Village of Port Alice has used development approval information areas 
to obtain information about interface wildfire hazards"
3986,WCEL_climate_change_FINAL,274.0,44.0,['government consider option']," As well, in areas 
where climate change is predicted to reduce the available supply of freshwater enough to 
have a significant negative impact on the availability of water, a local government could 
consider the option of low-density zoning to match demand to water supply"
3996,WCEL_climate_change_FINAL,81.0,6.0,['library protect community'],"ca/

resources-library/protecting-your-community-from-wildfire

25  Supra note 23"
4001,WCEL_climate_change_FINAL,303.0,34.0,['District create Supply'],"org/resources/publication/
green-infrastructure-guide-issues-implementation-strategies-and-success-storie

To address concerns 
about drought in the 
Comox Valley the 
Regional District created 
a “Water Supply and 
Resource Area” zone, 
where density is limited 
to a single family 
dwelling on any lot"
4050,WCEL_climate_change_FINAL,253.0,38.0,['powers offer opportunity']," However, the zoning powers 
(uses, density, and siting, size and uses of buildings) also offer less opportunity to 
tailor development to site specific environmental conditions which may be important 
from the point of view of climate change adaptation"
4051,WCEL_climate_change_FINAL,292.0,49.0,"['zoning address density', 'it specify type']"," For example, zoning can address 
the density and type of development in areas prone to wildfire hazards, but it cannot 
specify the type of landscaping that must be carried out, exterior materials that must 
be used on buildings, the types of reports that must be prepared and submitted, etc"
4089,WCEL_climate_change_FINAL,192.0,30.0,['City encourage increase'],"27 

Examples:

•	

•	

The City of Vancouver is proactively encouraging a 1m increase in flood 
construction levels in flood prone areas in the interim while updating flood 
proofing policies"
4096,WCEL_climate_change_FINAL,192.0,34.0,['City update bylaw'],"pdf

The City of Prince George updated its flood plain bylaw in 2010 as part of a 
broader strategy to manage flood hazards developed after the 2007-2008 
Nechako River ice jam and flood event"
4113,WCEL_climate_change_FINAL,113.0,18.0,['government specify level']," Within the flood 
plain area the local government can specify the flood level and setback required for buildings"
4134,WCEL_climate_change_FINAL,213.0,32.0,['climate impact plains']," 

Local governments will 
want to consider how 
a changing climate 
might impact any 
designated flood plains, 
whether revisions 
are called for, and 
whether any new areas 
should be designated 
as flood plains"
4142,WCEL_climate_change_FINAL,168.0,22.0,['Subdivision include specifications']," Subdivision and servicing bylaws can also 
include infrastructure specifications that will help make communities more resilient to 
hazards such as interface wildfires"
4222,WCEL_climate_change_FINAL,336.0,54.0,['districts designate areas']," 
Instead, under the Local Government Act, regional districts may designate areas of land that they 
consider to be subject to flooding, erosion, land slip or avalanche as tree cutting permit areas, 
and regulate or prohibit cutting down trees in those areas, provided there is evidence that the 
area is subject to the specified hazard"
4235,WCEL_climate_change_FINAL,193.0,26.0,['strategy recommend species'],"pdf

An urban 
forest strategy 
prepared for the 
City of Kelowna 
recommended 
modifying species 
selection and 
increasing diversity 
where possible to 
increase resilience 
to climate change"
4244,WCEL_climate_change_FINAL,214.0,29.0,['landscaping require water'],"

•	 Managing drought and decreased water supply — well-rooted, climate tolerant 

landscaping requires less irrigation water, stays green longer during a drought, and 
contributes to sustainability of water supply"
4247,WCEL_climate_change_FINAL,206.0,27.0,"['precipitation lead contamination', 'droughts mean levels']"," Increased precipitation could lead to more surface 
contamination from impermeable surfaces being flushed into streams, while droughts 
could mean lower water levels and greater sensitivity to contaminants"
4257,WCEL_climate_change_FINAL,317.0,42.0,['absorption ensure absorption'],"

50

PREPARING FOR CLIMATE CHANGE: An Implementation Guide for Local Governments in British Columbia •	

Additional water absorption — permeable surfaces and swales can ensure 
additional water absorption during heavy precipitation events that assists both 
with flood reduction and recharge of groundwater/aquifers"
4258,WCEL_climate_change_FINAL,265.0,43.0,['deposit obstruct courses'],"

Examples:

•	

•	

•	

•	

•	

The City of Surrey Soil Conservation and Protection Bylaw recognizes that soil 
is an important resource in the City and its unregulated deposit may obstruct 
water courses or aquifers, and have an impact on flood control strategies"
